rent_id,agreement_date,rent_start_date,rent_end_date,terms
838,5/26/2024,6/20/2024,2/10/2026,Lease agreement for Office in NY for 20 months. Condition: Fair.
839,3/26/2022,4/6/2022,1/1/2023,Lease agreement for Apartment in CA for 9 months. Condition: Good.
840,12/15/2024,1/10/2025,11/6/2025,Lease agreement for Apartment in TX for 10 months. Condition: Good.
841,6/23/2023,7/3/2023,12/30/2023,Lease agreement for Studio in IL for 6 months. Condition: Good.
842,3/11/2024,4/10/2024,5/30/2026,Lease agreement for Villa in FL for 26 months. Condition: Good.
843,8/9/2021,8/19/2021,8/3/2024,Lease agreement for House in IL for 36 months. Condition: Good.
844,9/28/2024,10/26/2024,4/14/2027,Lease agreement for Villa in IL for 30 months. Condition: Good.
845,9/7/2022,9/11/2022,9/30/2024,Lease agreement for Studio in TX for 25 months. Condition: Good.
846,3/2/2022,3/20/2022,3/15/2023,Lease agreement for Office in IL for 12 months. Condition: Good.
847,11/16/2024,11/30/2024,5/24/2026,Lease agreement for House in FL for 18 months. Condition: Fair.
848,6/8/2023,6/30/2023,9/22/2024,Lease agreement for Studio in IL for 15 months. Condition: Good.
849,12/5/2024,12/6/2024,6/29/2026,Lease agreement for Studio in FL for 19 months. Condition: Fair.
850,8/8/2024,8/15/2024,12/3/2026,Lease agreement for Villa in NY for 28 months. Condition: Fair.
851,5/25/2023,5/27/2023,5/11/2026,Lease agreement for Studio in NY for 36 months. Condition: Poor.
852,9/9/2024,9/17/2024,2/9/2026,Lease agreement for Studio in CA for 17 months. Condition: Good.
853,10/17/2024,11/16/2024,12/11/2025,Lease agreement for Studio in CA for 13 months. Condition: Good.
854,12/27/2024,1/17/2025,7/6/2027,Lease agreement for Apartment in CA for 30 months. Condition: Fair.
855,6/14/2024,7/5/2024,1/26/2026,Lease agreement for Villa in FL for 19 months. Condition: Good.
856,6/25/2024,7/4/2024,7/29/2025,Lease agreement for Apartment in IL for 13 months. Condition: Good.
857,2/13/2024,3/9/2024,8/31/2025,Lease agreement for House in CA for 18 months. Condition: Good.
858,9/6/2024,9/21/2024,5/9/2027,Lease agreement for Studio in CA for 32 months. Condition: Fair.
859,3/1/2023,3/12/2023,5/30/2025,Lease agreement for Office in IL for 27 months. Condition: Fair.
860,8/23/2023,8/27/2023,11/14/2025,Lease agreement for Apartment in IL for 27 months. Condition: Good.
861,8/31/2020,9/27/2020,6/19/2022,Lease agreement for Apartment in CA for 21 months. Condition: Good.
862,10/28/2023,11/5/2023,8/21/2026,Lease agreement for Studio in FL for 34 months. Condition: Good.
863,11/19/2024,11/24/2024,5/13/2027,Lease agreement for Apartment in CA for 30 months. Condition: Good.
864,1/29/2024,2/16/2024,3/7/2026,Lease agreement for House in NY for 25 months. Condition: Good.
865,12/26/2024,1/1/2025,7/20/2027,Lease agreement for Apartment in TX for 31 months. Condition: Good.
866,7/25/2024,8/12/2024,6/28/2027,Lease agreement for Apartment in NY for 35 months. Condition: Good.
867,7/18/2024,8/17/2024,5/4/2027,Lease agreement for Apartment in CA for 33 months. Condition: Fair.
868,8/15/2021,8/24/2021,12/17/2022,Lease agreement for Apartment in CA for 16 months. Condition: Poor.
869,10/13/2023,10/31/2023,2/17/2026,Lease agreement for Studio in IL for 28 months. Condition: Good.
870,7/18/2024,8/12/2024,4/9/2025,Lease agreement for Office in FL for 8 months. Condition: Good.
871,6/15/2024,7/9/2024,4/25/2027,Lease agreement for House in IL for 34 months. Condition: Fair.
872,8/31/2024,9/25/2024,4/18/2026,Lease agreement for Office in IL for 19 months. Condition: Poor.
873,5/19/2021,5/27/2021,3/12/2024,Lease agreement for Studio in CA for 34 months. Condition: Good.
874,4/13/2024,4/20/2024,12/6/2026,Lease agreement for House in TX for 32 months. Condition: Good.
875,10/16/2024,11/4/2024,10/30/2025,Lease agreement for Office in TX for 12 months. Condition: Good.
876,4/5/2024,4/10/2024,5/5/2025,Lease agreement for Villa in FL for 13 months. Condition: Fair.
877,6/5/2024,6/22/2024,7/12/2026,Lease agreement for Office in CA for 25 months. Condition: Good.
878,11/17/2024,11/24/2024,1/13/2027,Lease agreement for Apartment in TX for 26 months. Condition: Good.
879,6/24/2023,7/14/2023,1/29/2026,Lease agreement for House in NY for 31 months. Condition: Good.
880,6/12/2023,7/6/2023,12/22/2025,Lease agreement for Villa in CA for 30 months. Condition: Poor.
881,10/22/2024,11/6/2024,9/27/2026,Lease agreement for House in IL for 23 months. Condition: Good.
882,5/26/2023,6/4/2023,11/20/2025,Lease agreement for Villa in CA for 30 months. Condition: Fair.
883,9/19/2023,10/2/2023,1/24/2025,Lease agreement for Office in CA for 16 months. Condition: Good.
884,10/20/2020,11/2/2020,6/30/2021,Lease agreement for Apartment in CA for 8 months. Condition: Good.
885,8/3/2024,8/22/2024,6/8/2027,Lease agreement for House in NY for 34 months. Condition: Good.
886,10/29/2024,10/30/2024,7/27/2025,Lease agreement for House in TX for 9 months. Condition: Poor.
887,9/26/2023,10/16/2023,7/12/2024,Lease agreement for Villa in IL for 9 months. Condition: Poor.
888,5/20/2024,6/14/2024,12/1/2026,Lease agreement for Office in CA for 30 months. Condition: Good.
889,10/24/2022,11/20/2022,12/9/2024,Lease agreement for Villa in FL for 25 months. Condition: Good.
890,8/15/2024,9/7/2024,9/27/2026,Lease agreement for Apartment in TX for 25 months. Condition: Good.
891,5/2/2022,5/22/2022,3/7/2025,Lease agreement for Office in CA for 34 months. Condition: Fair.
892,11/27/2023,12/1/2023,9/21/2025,Lease agreement for House in TX for 22 months. Condition: Good.
893,10/5/2024,10/19/2024,5/12/2026,Lease agreement for Office in FL for 19 months. Condition: Good.
894,9/13/2023,10/8/2023,8/23/2026,Lease agreement for Studio in NY for 35 months. Condition: Fair.
895,10/21/2024,10/25/2024,12/14/2026,Lease agreement for Villa in CA for 26 months. Condition: Good.
896,10/13/2024,10/14/2024,1/2/2027,Lease agreement for House in FL for 27 months. Condition: Fair.
897,2/3/2022,3/1/2022,1/20/2024,Lease agreement for Office in NY for 23 months. Condition: Good.
898,11/6/2024,12/4/2024,3/24/2027,Lease agreement for Villa in NY for 28 months. Condition: Fair.
899,9/12/2024,10/9/2024,2/1/2026,Lease agreement for Office in CA for 16 months. Condition: Good.
900,8/2/2022,8/19/2022,2/10/2024,Lease agreement for Office in NY for 18 months. Condition: Good.
901,12/27/2024,1/24/2025,8/17/2026,Lease agreement for Studio in NY for 19 months. Condition: Fair.
902,5/26/2023,6/22/2023,7/11/2025,Lease agreement for Villa in FL for 25 months. Condition: Fair.
903,7/20/2022,8/14/2022,1/30/2025,Lease agreement for Office in TX for 30 months. Condition: Fair.
904,5/13/2022,5/14/2022,1/4/2024,Lease agreement for House in CA for 20 months. Condition: Poor.
905,11/28/2024,12/12/2024,4/6/2026,Lease agreement for Office in CA for 16 months. Condition: Fair.
906,12/16/2022,1/11/2023,3/1/2025,Lease agreement for Studio in TX for 26 months. Condition: Good.
907,3/9/2024,4/3/2024,9/20/2026,Lease agreement for Villa in NY for 30 months. Condition: Fair.
908,11/18/2024,11/24/2024,5/18/2026,Lease agreement for Studio in TX for 18 months. Condition: Good.
909,12/7/2024,1/6/2025,8/24/2027,Lease agreement for Office in NY for 32 months. Condition: Good.
910,12/4/2024,1/2/2025,1/27/2026,Lease agreement for Villa in NY for 13 months. Condition: Fair.
911,6/7/2022,6/15/2022,7/10/2023,Lease agreement for Office in TX for 13 months. Condition: Fair.
912,1/5/2024,1/8/2024,12/23/2026,Lease agreement for Office in NY for 36 months. Condition: Fair.
913,9/22/2023,10/9/2023,6/5/2024,Lease agreement for Villa in CA for 8 months. Condition: Fair.
914,10/2/2022,11/1/2022,12/20/2024,Lease agreement for Apartment in FL for 26 months. Condition: Fair.
915,9/9/2022,10/3/2022,7/24/2024,Lease agreement for Villa in IL for 22 months. Condition: Poor.
916,2/10/2024,2/11/2024,4/1/2026,Lease agreement for Apartment in TX for 26 months. Condition: Fair.
917,9/27/2023,10/7/2023,12/25/2025,Lease agreement for Apartment in TX for 27 months. Condition: Fair.
918,5/6/2024,5/12/2024,11/3/2025,Lease agreement for Apartment in FL for 18 months. Condition: Good.
919,12/6/2024,12/19/2024,10/5/2027,Lease agreement for Villa in CA for 34 months. Condition: Fair.
920,4/2/2022,4/8/2022,12/4/2022,Lease agreement for Apartment in CA for 8 months. Condition: Fair.
921,10/14/2024,10/22/2024,8/8/2027,Lease agreement for Studio in NY for 34 months. Condition: Good.
922,6/2/2024,6/28/2024,9/16/2026,Lease agreement for Villa in IL for 27 months. Condition: Good.
923,9/6/2024,9/13/2024,1/31/2027,Lease agreement for House in FL for 29 months. Condition: Good.
924,11/26/2024,12/21/2024,12/16/2025,Lease agreement for Studio in IL for 12 months. Condition: Good.
925,9/11/2024,9/24/2024,2/16/2026,Lease agreement for House in NY for 17 months. Condition: Fair.
926,11/5/2023,11/8/2023,12/2/2024,Lease agreement for Apartment in TX for 13 months. Condition: Good.
927,10/24/2023,11/3/2023,9/18/2026,Lease agreement for House in TX for 35 months. Condition: Good.
928,2/11/2022,2/26/2022,4/22/2023,Lease agreement for Office in FL for 14 months. Condition: Good.
929,6/16/2023,6/21/2023,7/10/2025,Lease agreement for Apartment in IL for 25 months. Condition: Poor.
930,9/6/2024,10/3/2024,11/27/2025,Lease agreement for House in TX for 14 months. Condition: Good.
931,12/7/2021,1/1/2022,11/22/2023,Lease agreement for Apartment in IL for 23 months. Condition: Good.
932,11/18/2023,11/29/2023,6/21/2025,Lease agreement for Studio in NY for 19 months. Condition: Fair.
933,10/15/2021,11/14/2021,6/7/2023,Lease agreement for Office in IL for 19 months. Condition: Good.
934,2/8/2023,2/26/2023,11/23/2023,Lease agreement for Office in FL for 9 months. Condition: Good.
935,6/3/2024,6/4/2024,10/22/2026,Lease agreement for Apartment in NY for 29 months. Condition: Poor.
936,9/1/2024,9/12/2024,5/5/2026,Lease agreement for Studio in IL for 20 months. Condition: Good.
937,2/19/2024,2/24/2024,12/20/2024,Lease agreement for Office in CA for 10 months. Condition: Good.
938,10/26/2024,10/29/2024,12/18/2026,Lease agreement for Studio in IL for 26 months. Condition: Good.
939,8/20/2024,8/31/2024,6/27/2025,Lease agreement for Office in FL for 10 months. Condition: Fair.
940,5/24/2024,6/13/2024,1/29/2027,Lease agreement for House in IL for 32 months. Condition: Fair.
941,5/17/2021,6/3/2021,5/18/2024,Lease agreement for House in TX for 36 months. Condition: Good.
942,12/25/2021,1/24/2022,3/14/2024,Lease agreement for Office in FL for 26 months. Condition: Good.
943,5/30/2023,6/14/2023,11/5/2024,Lease agreement for Studio in CA for 17 months. Condition: Fair.
944,11/24/2023,12/24/2023,11/13/2025,Lease agreement for Studio in TX for 23 months. Condition: Poor.
945,9/14/2022,10/9/2022,1/26/2025,Lease agreement for Apartment in NY for 28 months. Condition: Fair.
946,8/19/2021,9/6/2021,7/28/2023,Lease agreement for Studio in IL for 23 months. Condition: Good.
947,9/29/2024,10/10/2024,4/3/2026,Lease agreement for Villa in TX for 18 months. Condition: Good.
948,12/20/2023,12/21/2023,1/14/2025,Lease agreement for Office in TX for 13 months. Condition: Good.
949,10/11/2023,11/7/2023,6/24/2026,Lease agreement for Apartment in FL for 32 months. Condition: Fair.
950,7/6/2023,7/30/2023,10/17/2025,Lease agreement for Villa in FL for 27 months. Condition: Fair.
951,11/12/2023,12/1/2023,6/18/2026,Lease agreement for Studio in FL for 31 months. Condition: Good.
952,8/19/2022,9/18/2022,12/6/2024,Lease agreement for Studio in TX for 27 months. Condition: Fair.
953,11/22/2024,12/16/2024,1/5/2027,Lease agreement for Studio in IL for 25 months. Condition: Poor.
954,11/8/2024,11/11/2024,12/1/2026,Lease agreement for House in IL for 25 months. Condition: Good.
955,10/24/2024,11/18/2024,1/12/2026,Lease agreement for Villa in TX for 14 months. Condition: Good.
956,2/22/2024,3/12/2024,2/25/2027,Lease agreement for Villa in FL for 36 months. Condition: Good.
957,7/28/2024,8/17/2024,11/10/2025,Lease agreement for Apartment in CA for 15 months. Condition: Good.
958,5/9/2022,5/10/2022,6/28/2024,Lease agreement for Studio in FL for 26 months. Condition: Good.
959,8/9/2022,9/7/2022,4/24/2025,Lease agreement for Studio in FL for 32 months. Condition: Good.
960,7/8/2023,7/23/2023,12/9/2025,Lease agreement for House in CA for 29 months. Condition: Good.
961,11/3/2024,11/7/2024,12/27/2026,Lease agreement for Studio in TX for 26 months. Condition: Good.
962,10/3/2024,10/20/2024,9/15/2025,Lease agreement for Villa in FL for 11 months. Condition: Good.
963,8/29/2023,9/9/2023,8/29/2025,Lease agreement for Villa in IL for 24 months. Condition: Good.
964,10/29/2023,11/19/2023,7/6/2026,Lease agreement for Studio in CA for 32 months. Condition: Good.
965,12/17/2024,12/26/2024,4/15/2027,Lease agreement for Villa in NY for 28 months. Condition: Poor.
966,9/19/2021,10/15/2021,4/8/2023,Lease agreement for Office in NY for 18 months. Condition: Good.
967,5/6/2023,5/24/2023,4/8/2026,Lease agreement for Apartment in NY for 35 months. Condition: Fair.
968,8/22/2022,9/12/2022,7/9/2023,Lease agreement for House in TX for 10 months. Condition: Good.
969,10/5/2020,11/2/2020,2/20/2023,Lease agreement for Office in CA for 28 months. Condition: Good.
970,4/28/2024,5/6/2024,12/22/2026,Lease agreement for Villa in NY for 32 months. Condition: Good.
971,9/18/2022,9/20/2022,6/17/2023,Lease agreement for Office in NY for 9 months. Condition: Poor.
972,12/15/2024,12/16/2024,9/7/2026,Lease agreement for House in IL for 21 months. Condition: Good.
973,6/26/2024,7/23/2024,10/16/2025,Lease agreement for Studio in FL for 15 months. Condition: Good.
974,7/8/2021,7/14/2021,8/8/2022,Lease agreement for Villa in NY for 13 months. Condition: Good.
975,9/2/2024,9/4/2024,8/30/2025,Lease agreement for Studio in CA for 12 months. Condition: Good.
976,8/25/2022,8/31/2022,9/25/2023,Lease agreement for Apartment in TX for 13 months. Condition: Fair.
977,1/14/2024,1/26/2024,12/11/2026,Lease agreement for Studio in NY for 35 months. Condition: Poor.
978,2/11/2024,3/10/2024,2/3/2025,Lease agreement for House in CA for 11 months. Condition: Fair.
979,7/31/2022,8/10/2022,7/30/2024,Lease agreement for House in TX for 24 months. Condition: Fair.
980,5/23/2020,6/3/2020,4/24/2022,Lease agreement for Studio in FL for 23 months. Condition: Good.
981,10/3/2024,10/12/2024,9/7/2025,Lease agreement for House in TX for 11 months. Condition: Fair.
982,2/7/2023,2/11/2023,1/26/2026,Lease agreement for Villa in CA for 36 months. Condition: Poor.
983,12/3/2024,12/11/2024,1/30/2027,Lease agreement for Studio in IL for 26 months. Condition: Good.
984,11/17/2024,11/21/2024,5/10/2027,Lease agreement for Studio in TX for 30 months. Condition: Fair.
985,11/26/2020,12/18/2020,1/7/2023,Lease agreement for Villa in NY for 25 months. Condition: Good.
986,7/10/2024,8/8/2024,3/1/2026,Lease agreement for Villa in IL for 19 months. Condition: Good.
987,3/11/2023,3/16/2023,1/29/2026,Lease agreement for Villa in CA for 35 months. Condition: Good.
988,7/21/2023,8/20/2023,9/13/2024,Lease agreement for Studio in CA for 13 months. Condition: Good.
989,1/5/2023,1/24/2023,4/18/2024,Lease agreement for Office in FL for 15 months. Condition: Good.
990,6/5/2023,6/19/2023,7/8/2025,Lease agreement for Apartment in FL for 25 months. Condition: Good.
991,12/28/2024,1/3/2025,9/25/2026,Lease agreement for House in FL for 21 months. Condition: Good.
992,12/13/2024,1/12/2025,7/1/2027,Lease agreement for House in CA for 30 months. Condition: Good.
993,7/3/2024,7/26/2024,12/18/2025,Lease agreement for Office in IL for 17 months. Condition: Good.
994,12/9/2024,12/28/2024,5/17/2027,Lease agreement for Studio in NY for 29 months. Condition: Fair.
995,12/25/2022,1/7/2023,5/31/2024,Lease agreement for Studio in IL for 17 months. Condition: Fair.
996,11/18/2023,12/7/2023,3/26/2026,Lease agreement for Villa in TX for 28 months. Condition: Fair.
997,7/28/2023,7/31/2023,4/21/2025,Lease agreement for Apartment in CA for 21 months. Condition: Good.
998,10/29/2022,11/10/2022,11/29/2024,Lease agreement for Apartment in NY for 25 months. Condition: Good.
999,11/11/2023,11/28/2023,1/16/2026,Lease agreement for Studio in NY for 26 months. Condition: Good.
1000,8/22/2024,9/13/2024,10/3/2026,Lease agreement for Studio in IL for 25 months. Condition: Good.
1001,3/12/2024,3/29/2024,9/15/2026,Lease agreement for Apartment in CA for 30 months. Condition: Fair.
1002,8/24/2023,9/17/2023,8/12/2024,Lease agreement for Office in NY for 11 months. Condition: Good.
1003,12/7/2024,12/16/2024,5/10/2026,Lease agreement for Villa in TX for 17 months. Condition: Good.
1004,12/15/2024,12/17/2024,3/7/2027,Lease agreement for House in CA for 27 months. Condition: Fair.
1005,2/27/2022,3/22/2022,1/5/2025,Lease agreement for Studio in TX for 34 months. Condition: Poor.
1006,8/13/2024,9/10/2024,1/28/2027,Lease agreement for Studio in TX for 29 months. Condition: Fair.
1007,4/26/2024,5/21/2024,11/17/2024,Lease agreement for Villa in NY for 6 months. Condition: Good.
1008,10/27/2023,11/8/2023,12/2/2024,Lease agreement for Villa in TX for 13 months. Condition: Good.
1009,12/17/2024,1/16/2025,1/1/2028,Lease agreement for Villa in NY for 36 months. Condition: Fair.
1010,11/16/2024,12/2/2024,10/18/2027,Lease agreement for Studio in FL for 35 months. Condition: Good.
1011,7/25/2022,8/1/2022,12/18/2024,Lease agreement for Villa in IL for 29 months. Condition: Fair.
1012,12/18/2024,12/19/2024,6/17/2025,Lease agreement for Villa in CA for 6 months. Condition: Good.
1013,12/13/2022,12/20/2022,8/11/2024,Lease agreement for Office in CA for 20 months. Condition: Good.
1014,1/24/2023,1/26/2023,1/21/2024,Lease agreement for Office in CA for 12 months. Condition: Fair.
1015,9/10/2024,10/1/2024,3/20/2027,Lease agreement for Studio in TX for 30 months. Condition: Good.
1016,7/16/2022,8/7/2022,10/31/2023,Lease agreement for Apartment in CA for 15 months. Condition: Good.
1017,5/19/2024,6/18/2024,3/15/2025,Lease agreement for Apartment in FL for 9 months. Condition: Good.
1018,7/30/2022,8/15/2022,6/30/2025,Lease agreement for Apartment in NY for 35 months. Condition: Good.
1019,9/5/2022,9/19/2022,3/18/2023,Lease agreement for Villa in IL for 6 months. Condition: Good.
1020,3/12/2023,4/1/2023,5/20/2025,Lease agreement for Villa in FL for 26 months. Condition: Good.
1021,5/1/2023,5/7/2023,2/20/2026,Lease agreement for House in FL for 34 months. Condition: Good.
1022,5/29/2024,6/16/2024,11/3/2026,Lease agreement for Villa in CA for 29 months. Condition: Good.
1023,9/28/2024,10/16/2024,6/3/2027,Lease agreement for Office in IL for 32 months. Condition: Good.
1024,8/7/2024,9/1/2024,1/19/2027,Lease agreement for Studio in IL for 29 months. Condition: Fair.
1025,5/7/2024,5/26/2024,6/20/2025,Lease agreement for Villa in IL for 13 months. Condition: Good.
1026,9/2/2023,9/3/2023,5/30/2024,Lease agreement for Office in FL for 9 months. Condition: Good.
1027,12/11/2024,1/1/2025,10/23/2026,Lease agreement for House in NY for 22 months. Condition: Good.
1028,11/22/2022,11/28/2022,8/19/2024,Lease agreement for Villa in FL for 21 months. Condition: Fair.
1029,8/4/2022,8/5/2022,12/28/2023,Lease agreement for Villa in NY for 17 months. Condition: Good.
1030,12/4/2024,12/29/2024,10/20/2026,Lease agreement for Villa in FL for 22 months. Condition: Fair.
1031,10/9/2024,10/30/2024,10/15/2027,Lease agreement for Apartment in NY for 36 months. Condition: Fair.
1032,8/27/2024,9/21/2024,3/10/2027,Lease agreement for Studio in NY for 30 months. Condition: Good.
1033,6/1/2021,6/3/2021,2/28/2022,Lease agreement for Villa in CA for 9 months. Condition: Fair.
1034,12/26/2024,1/17/2025,11/3/2027,Lease agreement for Apartment in IL for 34 months. Condition: Good.
1035,7/11/2024,7/12/2024,1/3/2026,Lease agreement for House in FL for 18 months. Condition: Fair.
1036,6/18/2024,7/14/2024,9/2/2026,Lease agreement for Office in NY for 26 months. Condition: Poor.
1037,3/17/2023,4/6/2023,12/26/2024,Lease agreement for House in IL for 21 months. Condition: Fair.
1038,6/30/2023,7/13/2023,9/30/2025,Lease agreement for House in CA for 27 months. Condition: Good.
1039,3/21/2022,4/9/2022,10/1/2023,Lease agreement for Villa in NY for 18 months. Condition: Good.
1040,2/27/2024,3/20/2024,8/12/2025,Lease agreement for Villa in FL for 17 months. Condition: Good.
1041,7/9/2024,7/15/2024,5/1/2027,Lease agreement for Villa in CA for 34 months. Condition: Good.
1042,10/21/2024,10/22/2024,3/11/2027,Lease agreement for Apartment in NY for 29 months. Condition: Poor.
1043,5/13/2024,5/21/2024,4/11/2026,Lease agreement for House in NY for 23 months. Condition: Good.
1044,3/2/2023,3/8/2023,2/20/2026,Lease agreement for Apartment in FL for 36 months. Condition: Good.
1045,12/24/2021,12/26/2021,8/18/2023,Lease agreement for Office in TX for 20 months. Condition: Fair.
1046,8/23/2023,8/27/2023,4/18/2025,Lease agreement for Apartment in IL for 20 months. Condition: Good.
1047,10/7/2023,10/24/2023,2/10/2026,Lease agreement for Apartment in IL for 28 months. Condition: Good.
1048,2/12/2024,3/12/2024,1/26/2027,Lease agreement for House in CA for 35 months. Condition: Good.
1049,10/13/2022,11/10/2022,8/1/2024,Lease agreement for Villa in CA for 21 months. Condition: Good.
1050,8/31/2024,9/11/2024,7/3/2026,Lease agreement for Studio in IL for 22 months. Condition: Good.
1051,11/21/2022,12/17/2022,11/12/2023,Lease agreement for House in CA for 11 months. Condition: Good.
1052,6/5/2021,6/12/2021,10/30/2023,Lease agreement for Studio in IL for 29 months. Condition: Good.
1053,4/21/2024,4/30/2024,1/25/2025,Lease agreement for Apartment in CA for 9 months. Condition: Fair.
1054,8/5/2022,9/1/2022,2/28/2023,Lease agreement for Villa in CA for 6 months. Condition: Fair.
1055,1/4/2024,1/17/2024,1/6/2026,Lease agreement for Studio in TX for 24 months. Condition: Good.
1056,6/17/2024,7/11/2024,3/28/2027,Lease agreement for House in NY for 33 months. Condition: Fair.
1057,9/29/2023,10/22/2023,3/15/2025,Lease agreement for Apartment in TX for 17 months. Condition: Good.
1058,8/4/2024,8/14/2024,12/7/2025,Lease agreement for Villa in FL for 16 months. Condition: Good.
1059,9/10/2024,9/27/2024,12/21/2025,Lease agreement for Office in IL for 15 months. Condition: Good.
1060,5/7/2023,5/10/2023,3/5/2024,Lease agreement for Office in TX for 10 months. Condition: Good.
1061,1/7/2022,2/4/2022,6/29/2023,Lease agreement for Apartment in TX for 17 months. Condition: Fair.
1062,12/17/2022,1/1/2023,11/21/2024,Lease agreement for House in TX for 23 months. Condition: Good.
1063,1/5/2024,1/9/2024,8/31/2025,Lease agreement for Studio in NY for 20 months. Condition: Fair.
1064,6/6/2021,7/5/2021,3/21/2024,Lease agreement for Office in NY for 33 months. Condition: Fair.
1065,6/27/2024,7/26/2024,3/18/2026,Lease agreement for Apartment in IL for 20 months. Condition: Good.
1066,2/1/2023,2/17/2023,4/7/2025,Lease agreement for Apartment in FL for 26 months. Condition: Good.
1067,11/5/2022,11/18/2022,6/10/2024,Lease agreement for Apartment in FL for 19 months. Condition: Good.
1068,3/4/2022,3/5/2022,11/25/2023,Lease agreement for Studio in TX for 21 months. Condition: Good.
1069,11/29/2024,12/1/2024,8/23/2026,Lease agreement for Studio in NY for 21 months. Condition: Fair.
1070,10/29/2022,11/13/2022,1/31/2025,Lease agreement for Office in IL for 27 months. Condition: Poor.
1071,11/17/2024,11/18/2024,8/10/2026,Lease agreement for Apartment in NY for 21 months. Condition: Good.
1072,5/4/2023,5/31/2023,11/21/2024,Lease agreement for Office in NY for 18 months. Condition: Good.
1073,7/27/2022,8/19/2022,2/4/2025,Lease agreement for Apartment in CA for 30 months. Condition: Good.
1074,10/2/2023,10/25/2023,10/9/2026,Lease agreement for Studio in IL for 36 months. Condition: Poor.
1075,5/30/2024,6/19/2024,8/8/2026,Lease agreement for House in TX for 26 months. Condition: Fair.
1076,9/5/2023,9/24/2023,6/20/2024,Lease agreement for Villa in TX for 9 months. Condition: Fair.
1077,2/17/2022,3/14/2022,12/9/2022,Lease agreement for Studio in NY for 9 months. Condition: Good.
1078,6/29/2024,7/13/2024,10/6/2025,Lease agreement for Office in IL for 15 months. Condition: Good.
1079,12/24/2021,1/1/2022,9/28/2022,Lease agreement for Villa in NY for 9 months. Condition: Good.
1080,10/26/2022,10/28/2022,4/26/2023,Lease agreement for Apartment in FL for 6 months. Condition: Good.
1081,11/2/2024,11/12/2024,7/5/2026,Lease agreement for Villa in CA for 20 months. Condition: Fair.
1082,6/19/2024,7/2/2024,5/23/2026,Lease agreement for Studio in FL for 23 months. Condition: Good.
1083,10/2/2024,10/10/2024,11/29/2026,Lease agreement for House in CA for 26 months. Condition: Good.
1084,6/6/2024,6/8/2024,12/30/2025,Lease agreement for Office in FL for 19 months. Condition: Fair.
1085,12/23/2024,1/22/2025,12/8/2027,Lease agreement for House in TX for 35 months. Condition: Good.
1086,2/19/2021,2/23/2021,3/20/2022,Lease agreement for Office in TX for 13 months. Condition: Fair.
1087,10/5/2023,10/11/2023,8/26/2026,Lease agreement for Villa in TX for 35 months. Condition: Good.
1088,1/25/2023,2/15/2023,11/1/2025,Lease agreement for Apartment in NY for 33 months. Condition: Poor.
1089,6/14/2024,6/26/2024,7/16/2026,Lease agreement for Studio in IL for 25 months. Condition: Good.
1090,4/6/2024,5/6/2024,3/27/2026,Lease agreement for Studio in NY for 23 months. Condition: Fair.
1091,2/5/2024,2/13/2024,8/6/2025,Lease agreement for Villa in CA for 18 months. Condition: Fair.
1092,1/8/2024,1/16/2024,3/6/2026,Lease agreement for Villa in TX for 26 months. Condition: Good.
1093,10/7/2024,10/23/2024,7/10/2027,Lease agreement for Villa in TX for 33 months. Condition: Good.
1094,12/13/2023,1/11/2024,7/9/2024,Lease agreement for Studio in TX for 6 months. Condition: Poor.
1095,7/5/2024,7/12/2024,11/4/2025,Lease agreement for House in TX for 16 months. Condition: Poor.
1096,7/30/2020,8/27/2020,6/13/2023,Lease agreement for Studio in NY for 34 months. Condition: Good.
1097,11/25/2021,12/1/2021,9/16/2024,Lease agreement for Villa in TX for 34 months. Condition: Good.
1098,1/26/2023,2/16/2023,9/8/2024,Lease agreement for House in CA for 19 months. Condition: Good.
1099,3/29/2022,4/24/2022,2/7/2025,Lease agreement for Studio in IL for 34 months. Condition: Good.
1100,7/20/2024,8/4/2024,11/22/2026,Lease agreement for Office in IL for 28 months. Condition: Good.
1101,11/29/2024,12/11/2024,10/2/2026,Lease agreement for Apartment in CA for 22 months. Condition: Fair.
1102,1/18/2023,1/22/2023,2/10/2025,Lease agreement for House in IL for 25 months. Condition: Fair.
1103,9/15/2023,10/3/2023,10/27/2024,Lease agreement for Office in TX for 13 months. Condition: Fair.
1104,7/24/2024,7/25/2024,11/17/2025,Lease agreement for House in IL for 16 months. Condition: Fair.
1105,7/6/2022,8/5/2022,9/23/2024,Lease agreement for House in IL for 26 months. Condition: Good.
1106,11/15/2020,11/21/2020,4/15/2022,Lease agreement for Villa in IL for 17 months. Condition: Poor.
1107,4/5/2023,4/30/2023,4/14/2026,Lease agreement for Villa in CA for 36 months. Condition: Poor.
1108,12/29/2022,1/25/2023,9/22/2023,Lease agreement for House in TX for 8 months. Condition: Good.
1109,6/1/2022,6/18/2022,3/15/2023,Lease agreement for Apartment in NY for 9 months. Condition: Good.
1110,2/28/2022,3/8/2022,12/28/2023,Lease agreement for Studio in TX for 22 months. Condition: Fair.
1111,12/15/2024,12/30/2024,8/17/2027,Lease agreement for Office in IL for 32 months. Condition: Good.
1112,1/15/2021,2/14/2021,3/11/2022,Lease agreement for House in TX for 13 months. Condition: Good.
1113,7/17/2024,7/25/2024,12/12/2026,Lease agreement for Apartment in TX for 29 months. Condition: Good.
